APK,WID,Widget,Layout,Parent,Method,Permission
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: byte[] a(biz.nlnrnqn.noknlnkno.ac[])>","<android.app.ActivityManager: java.util.List getRunningTasks(int)>","<android.permission.GET_TASKS>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: byte[] a(biz.nlnrnqn.noknlnkno.ac[])>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: byte[] a(biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: int getSimState()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: byte[] a(biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: byte[] a(biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: byte[] a(biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: byte[] a(biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: void a(java.lang.String,java.lang.String,biz.nlnrnqn.noknlnkno.ac[])>","<android.app.ActivityManager: java.util.List getRunningTasks(int)>","<android.permission.GET_TASKS>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: void a(java.lang.String,java.lang.String,biz.nlnrnqn.noknlnkno.ac[])>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: void a(java.lang.String,java.lang.String,biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: int getSimState()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: void a(java.lang.String,java.lang.String,biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: void a(java.lang.String,java.lang.String,biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: void a(java.lang.String,java.lang.String,biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ab: void a(java.lang.String,java.lang.String,biz.nlnrnqn.noknlnkno.ac[])>","<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: boolean i(android.content.Context)>","<android.telephony.TelephonyManager: int getSimState()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: java.lang.String a(android.content.Context)>","<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: java.lang.String b(android.content.Context)>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: java.lang.String b(android.content.Context,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: java.lang.String b(android.content.Context,java.lang.String)>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: java.lang.String g(android.content.Context)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: java.lang.String g(android.content.Context)>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: java.lang.String h(android.content.Context)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.ae: java.lang.String h(android.content.Context)>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.aw: void <init>(android.content.Context)>","<android.app.ActivityManager: java.util.List getRunningTasks(int)>","<android.permission.GET_TASKS>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.aw: void <init>(android.content.Context)>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.aw: void <init>(android.content.Context)>","<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.aw: void a(android.content.Context)>","<android.app.ActivityManager: java.util.List getRunningTasks(int)>","<android.permission.GET_TASKS>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void a(boolean)>","<android.app.ActivityManager: java.util.List getRunningTasks(int)>","<android.permission.GET_TASKS>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void a(boolean)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void a(boolean)>","<android.telephony.TelephonyManager: int getSimState()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void a(boolean)>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void a(boolean)>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void a(boolean)>","<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void a(boolean)>","<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void g()>","<android.app.ActivityManager: java.util.List getRunningTasks(int)>","<android.permission.GET_TASKS>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void g()>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void g()>","<android.telephony.TelephonyManager: int getSimState()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void g()>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void g()>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void g()>","<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void g()>","<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void k()>","<android.app.ActivityManager: java.util.List getRunningTasks(int)>","<android.permission.GET_TASKS>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void k()>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void k()>","<android.telephony.TelephonyManager: int getSimState()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void k()>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void k()>","<android.telephony.TelephonyManager: java.lang.String getLine1Number()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void k()>","<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void k()>","<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void l()>","<android.app.ActivityManager: java.util.List getRunningTasks(int)>","<android.permission.GET_TASKS>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void l()>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void l()>","<android.telephony.TelephonyManager: int getSimState()>","<android.permission.ACCESS_NETWORK_STATE>"
biz.nlnrnqn.noknlnkno.apk,~undefined,~undefined,~undefined,"<biz.nlnrnqn.noknlnkno.b17: void l()>","<android.telephony.TelephonyManager: java.lang.String getDeviceId()>","<android.permission.READ_PHONE_STATE>"
